Document,Page,Category,Confidence,Description,Quote,Entities,Has Relationship
178-10002-10215,21,PARAMILITARY_OPERATIONS,7,Discussion of Special Operations Group (SOG) conducting paramilitary training with Cuban refugees,Most of the paramilitary operations and the training was conducted by the Special Operations Group,,No
178-10002-10215,21,CUBAN_REFUGEE_OPERATIONS,8,Confirmation that Cuban refugees were being trained at special facilities,"Now, were the people that were being trained at these facilities basically Cuban refugees? Yes.",,No
178-10002-10215,23,CIA_FBI_ACTIVITIES,6,Discussion of covert operations and special committee involved in anti-Castro activities,"It was now called the Forty Committee... it was called the Special Group, CI, Counterinsurgency.",Cuba,No
178-10002-10215,24,CIA_FBI_ACTIVITIES,7,"Discussion of covert actions against Cuba, involving multiple government departments","We used suasion, moral suasion, otherwise. We did some extra-legal things. We tried to get to his sources of supply, particularly when they were countries that we had treaties with, NATO countries, Canada",Cuba,No
178-10002-10215,24,FOREIGN_GOVERNMENT_REACTIONS,6,Detailed description of US efforts to disrupt Cuban industry and trade,"Cuban industry was totally U.S.-oriented. As parts began wearing out and this type of thing, Castro had his little people there running around trying to place orders with subsidiaries of U.S. companies.",Cuba,No
178-10002-10215,24,FOREIGN_GOVERNMENT_REACTIONS,6,Discussion of Cuban oil economy and Bright Stock oil purchase,"85 percent of her energy comes from oil, this was considered a critical commodity. Bright Stock can be -- oh, it is almost like tar, melted tar, and it can be cut into additives, lubricants",Cuba,No
178-10002-10215,29,CIA_PROPAGANDA_OPERATIONS,7,Discussion of media placement activities targeting Castro,We had them placed in newspapers and magazines throughout the world.,CIA,No
178-10002-10215,29,EXTRA_LEGAL_ACTIVITIES,6,Acknowledgment of covert operations against Castro,"Well, the people that would be knowledgeable are probably retired and I was running the program.",,No
178-10002-10215,30,FOREIGN_GOVERNMENT_REACTIONS,6,Discussion of radio broadcasts targeting Cuba and Havana,The intent was to get world opinion against Castro. You don't do that by publishing in the United States.,Cuba,No
178-10002-10215,31,CIA_PROPAGANDA_OPERATIONS,7,"Discussion of Radio Swan, a CIA propaganda station located near Honduras used for broadcasting to Cuba",Radio Swan is a little glob around Honduras.,CIA|Cuba,No
178-10002-10215,31,CIA_FUNDING_METHODS,6,Indicates Radio Swan was fully funded by the CIA without public fundraising,Radio Swan and this type of thing was fully subsidized by the Agency.,CIA,No
178-10002-10215,32,ORGANIZED_CRIME_CONNECTIONS,8,Discussion of Mafia's extensive involvement in Cuban casinos,"Well, everybody knew that the Mafia was in Cuba. I mean, all the casinos and this type of thing.",Cuba,No
178-10002-10215,33,CUBA_OPERATIONS,6,Discussion of economic warfare and efforts against Castro's Cuba,We were talking about economic warfare. We have talked about attempts to keep the price of sugar low. What other types of economic activities were conducted against Castro's Cuba?,Cuba,No
178-10002-10215,37,ECONOMIC_WARFARE,7,Discussion of economic warfare tactics against Cuba involving American business firms,We enlisted everybody's support that we could.,CIA|Cuba,No
178-10002-10215,37,CUBA_OPERATIONS,6,Specific operation targeting Cuban Maritime fleet using Nordberg engines,"The Cubans were having an awful time with their Maritime fleet, such as it was. These boats were powered with Nordberg engines. We simply went to the Nordberg people and told them -- asked them to cooperate with us.",CIA,No
178-10002-10215,38,GOVT_SANCTIONS,7,Explanation of trade restrictions with Cuba,"Well, in the first place, they couldn't trade with Cuba. They couldn't get export licenses from this country anyway. Then, under the Foreign Assets Control Act...",Cuba,No
178-10002-10215,40,CIA_ACTIVITIES,7,Discussion of CIA paramilitary operations against Cuba,Maritime operations,CIA|Cuba,No
178-10002-10215,40,CIA_INTERNAL_OPERATIONS,6,Voluntary cooperation between CIA and top-level company executives,"I do and we went to the top level, even the Board Chairman or the president. No problem at all.",CIA,No
178-10002-10215,39,CIA_OPERATIONS,7,Discussion of CIA maritime operations involving contract employees and Cuban refugees,Those operations were manned by CIA contract employees... which would include Cuban refugees,CIA,No
178-10002-10215,39,BAY_OF_PIGS,8,Direct reference to Bay of Pigs operation and associated personnel,"This, of course, is posted Bay of Pigs",,No
178-10002-10215,42,MARITIME_OPERATIONS,7,Discussion of covert maritime operations against Cuba,"Well, the infiltration operations, infiltrating agents into Cuba, exfiltrating agents, hit and run sabotage raids.",CIA|Cuba,No
178-10002-10215,42,CIA_ACTIVITIES,8,Timeline of covert Cuban operations,"I think these operations were probably at their height during the period about 1963 through, say, 1967. The program was terminated in 1968, I think in December 1968",CIA|Cuba,No
178-10002-10215,42,PROGRAM_TERMINATION,6,Reasons for ending covert operations,"First of all, it was too expensive. It wasn't providing enough intelligence and it simply wasn't -- economically",,No
178-10002-10215,43,CIA_PARAMILITARY_OPERATIONS,8,Discussion of covert paramilitary operations requiring advance approval from the Forty Committee,Every operation received a specific approval from the Forty Committee.,CIA,No
178-10002-10215,43,COVERT_OPERATIONAL_PROCEDURES,7,Detailed description of operational procedures including agent infiltration and cache placement,"When we infiltrated an agent, Cubans would identify him and capture him.",CIA,No
178-10002-10215,44,PARAMILITARY_OPERATIONS,7,Detailed coordination of complex paramilitary operations involving multiple government agencies,"These operations had to be planned well in advance because the tides had to be right, the moon had to be in the proper phase for communications and this type of thing. And these things, all these were coordinated with the Joint Chiefs of Staff, the Navy, the Coast Guard, the FBI.",FBI,No
178-10002-10215,44,OPERATIONAL_VOLUME,6,Low volume of sensitive paramilitary operations,I would say that probably at the height of the thing they may be running three or four a month. No more than that.,,No
178-10002-10215,43,TRAINING_OPERATIONS,7,Discussion of training exercises and potential sabotage operations,"Obviously, these guys trained. In order to run one of these operations, you would have to have a mother ship in place and rubber boats and the UDT people to go in to see if there were mines and this type of thing on the shore",Cuba,No
178-10002-10215,43,CUBA_OPERATIONS,8,Specific mention of operations related to Cuba,...no way did he ever participate in any three or 400 active operations into Cuba.,Cuba,No
178-10002-10215,43,SABOTAGE_OPERATIONS,9,Detailed discussion of a specific sabotage mission,"Well, we conducted one hit and run sabotage against the Texaco refinery.",,No
178-10002-10215,46,CIA_ACTIVITIES,6,"Discussion of CIA covert operations in Cuba, including infiltrations, exfiltrations, and sabotage",the classical operations that we did in the maritime activities were the infiltrations and exfiltrations.,CIA|Cuba,No
178-10002-10215,46,CIA_ACTIVITIES,7,Detailed description of sabotage operations against Cuba,"We did lay down a cache, if you will, sabotage kits to be used by our own island agents. They contained sugar to dump into gas tanks and metal fragments to put down crank cases.",CIA|Cuba,No
178-10002-10215,47,CIA_PARAMILITARY_OPERATIONS,7,Discussion of CIA paramilitary operations targeting Cuban infrastructure,The thing we wanted to get at was the oil and the automotive machinery on the island. We knew it was breaking down and if we could get a complete breakdown we would have everything at a standstill,CIA,No
178-10002-10215,47,CUBA_SOVIET_RELATIONS,6,Tensions between Cubans and Soviet equipment/support,Cubans didn't like the Soviet equipment because they were used to good American equipment,Cuba|Soviet,No
178-10002-10215,46,PARAMILITARY_OPERATIONS,7,Discussion of a paramilitary naval operation based in Miami with extensive equipment,"We had -- honestly, everything from a canoe up to three to 500 foot mother ship. We had Boston whalers, rubber boats.",,No
178-10002-10215,46,COVERT_OPERATIONS,8,Non-official cover operations in Miami area,Did these craft operate under non-official cover in the Miami area? Yes.,,No
178-10002-10215,47,CIA_OPERATIONAL_COVER,7,Discussion of using commercial companies as cover for covert operations,"I think we had 100 so cover companies. [...] These are probably what we would call devised facilities. They were probably registered with the State of Florida and they paid taxes and this type of thing, but if one was blown or became known, we just crossed that out of existence and started up a new one.",CIA,No
178-10002-10215,47,OPERATIONAL_PERSONNEL,6,Reference to Eugenio Martinez and operational discipline,"We brought him back and put him under that contract, that retainer, because of the years that he spent under such strict operational discipline down in the Keys.",CIA,No
178-10002-10215,52,CIA_FBI_ACTIVITIES,7,"Discussion of CIA Miami Station establishment in September 1961, predating the speaker's involvement in Cuban matters",I think in September 1961. And that was several years before you became involved in Cuban matters?,CIA|Cuba,No
178-10002-10215,52,CIA_FBI_ACTIVITIES,6,Hints at CIA communication and propaganda facilities targeting opposition,"No. You have some communications facilities that you really call stations because here again, they are not",CIA,No
178-10002-10215,53,CIA_FBI_ACTIVITIES,6,Discussion of a secret intelligence station focused specifically on Cuban activities in the Western Hemisphere,"This is the only such station in the United States as far as you know, is that correct?",CIA|Cuba,No
178-10002-10215,54,CIA_FBI_ACTIVITIES,6,Detailed discussion of a CIA/intelligence agency facility in Miami,"They were located on the south campus of the University of Miami, I mean, the University of Miami, at the old Richmond Naval Air Station. It was a self-contained unit. It was pretty well off the beaten path, in fact, damn well off the beaten path. It was about four miles from the Dixie Highway inland. We had our own guard force.",CIA,No
